"category","step","elapsed_seconds"
"core","create_seurat_and_qc_metrics",2.099
"core","normalize_lognormalize",1.632
"core","find_variable_features",2.325
"core","scale_data",0.691000000000001
"core","pca",6.342
"core","umap",8.106
"core","find_neighbors",2.416
"core","find_clusters",0.899999999999999
"markers","find_all_markers_inferred_clusters",20.834
