"category","step","elapsed_seconds"
"core","create_seurat_and_qc_metrics",2.054
"core","normalize_lognormalize",1.576
"core","find_variable_features",2.284
"core","scale_data",0.662000000000001
"core","pca",6.383
"core","umap",8.158
"core","find_neighbors",2.422
"core","find_clusters",0.893000000000001
"markers","find_all_markers_inferred_clusters",20.614
