"category","step","elapsed_seconds"
"core","create_seurat_and_qc_metrics",2.07
"core","normalize_lognormalize",1.636
"core","find_variable_features",2.334
"core","scale_data",0.662999999999998
"core","pca",6.411
"core","umap",8.104
"core","find_neighbors",2.409
"core","find_clusters",0.898
"markers","find_all_markers_inferred_clusters",20.863
