"category","step","elapsed_seconds"
"core","create_seurat_and_qc_metrics",1.721
"core","normalize_lognormalize",1.284
"core","find_variable_features",1.89
"core","scale_data",0.489999999999998
"core","pca",4.755
"core","umap",9.009
"core","find_neighbors",1.706
"core","find_clusters",0.501999999999999
"markers","find_all_markers_inferred_clusters",13.365
