"category","step","elapsed_seconds"
"core","create_seurat_and_qc_metrics",2.033
"core","normalize_lognormalize",1.546
"core","find_variable_features",2.242
"core","scale_data",0.638
"core","pca",6.289
"core","umap",12.662
"core","find_neighbors",2.29
"core","find_clusters",0.817
"markers","find_all_markers_inferred_clusters",16.996
