"benchmark_id","workflow","replicate","seed","n_genes_input","n_cells","n_WT","n_rd10","pcs_calculated","pcs_used_downstream","core_workflow_elapsed_seconds","marker_elapsed_seconds","total_core_plus_marker_seconds","inferred_louvain_clusters","full_dataset_expected_clusters","full_dataset_cluster_match","marker_rows","significant_marker_rows_padj_0_05","hvg_used","peak_rss_mb_process","status","error_message","R_version","Seurat_version","SeuratObject_version","Matrix_version","hostname","timestamp_utc"
"scrna_real_010430c_rep01","scrna_real_retina",1,1234,18533,10430,4478,5952,50,7,26.053,21.029,47.082,17,16,FALSE,32689,23370,2000,3442.6015625,"success",,"4.6.1","5.5.1","5.4.0","1.7.6","ThinkCentre-M90q","2026-09-06 11:17:38 UTC"
