"category","step","elapsed_seconds"
"core","create_seurat_and_qc_metrics",2.028
"core","normalize_lognormalize",1.542
"core","find_variable_features",2.216
"core","scale_data",0.651
"core","pca",6.485
"core","umap",12.621
"core","find_neighbors",2.298
"core","find_clusters",0.850999999999999
"markers","find_all_markers_inferred_clusters",17.035
