"category","step","elapsed_seconds"
"core","create_seurat_and_qc_metrics",2.06
"core","normalize_lognormalize",1.577
"core","find_variable_features",2.274
"core","scale_data",0.627000000000001
"core","pca",6.412
"core","umap",12.748
"core","find_neighbors",2.299
"core","find_clusters",0.846999999999994
"markers","find_all_markers_inferred_clusters",17.136
