"category","step","elapsed_seconds"
"core","create_seurat_and_qc_metrics",1.735
"core","normalize_lognormalize",1.267
"core","find_variable_features",1.884
"core","scale_data",0.465
"core","pca",4.678
"core","umap",8.947
"core","find_neighbors",1.701
"core","find_clusters",0.523
"markers","find_all_markers_inferred_clusters",13.409
