"category","step","elapsed_seconds"
"core","create_seurat_and_qc_metrics",0.886
"core","normalize_lognormalize",0.723999999999999
"core","find_variable_features",1.189
"core","scale_data",0.35
"core","pca",2.107
"core","umap",3.385
"core","find_neighbors",0.6
"core","find_clusters",0.109999999999999
"markers","find_all_markers_inferred_clusters",4.879
