"benchmark_id","workflow","dataset","contrast","method","replicate","seed","n_genes_input","n_samples","reference","reference_n","comparison","comparison_n","padj_cutoff","abs_log2fc_cutoff","workflow_elapsed_seconds","n_genes_tested","n_significant","peak_rss_mb_process","status","error_message","R_version","DESeq2_version","edgeR_version","hostname","timestamp_utc"
"bulk_real_edgeR_rd10_vs_WT_55291g_012s_rep05","bulk_real","raw_gene_counts.tsv","rd10 vs WT","edgeR",5,1234,55291,12,"WT",4,"rd10",8,0.05,1,2.571,18922,2322,149.44921875,"success",,"4.6.1","1.52.0","4.10.4","ThinkCentre-M90q","2026-09-06 08:56:57 UTC"
