"logFC","logCPM","F","PValue","FDR","gene","lfc","padj","significant"
-0.678011309943766,3.2541805659729,31.7479232274706,6.30200976582419e-05,0.000210348613139752,"Gm47572",-0.678011309943766,0.000210348613139752,FALSE
-0.300118894877902,5.91129049591238,31.7410663068453,6.30820530570749e-05,0.000210518273006344,"Coro7",-0.300118894877902,0.000210518273006344,FALSE
0.600923988194001,2.56567970963879,31.7378890342614,6.31244367330749e-05,0.000210622569540336,"Vstm5",0.600923988194001,0.000210622569540336,FALSE
-0.555327004560413,4.0704350961382,31.7264844179916,6.32265071411729e-05,0.000210896900736113,"Ddb2",-0.555327004560413,0.000210896900736113,FALSE
-0.349644296979388,5.49464778682595,31.7262006599432,6.32289460879384e-05,0.000210896900736113,"Wbp1",-0.349644296979388,0.000210896900736113,FALSE
-0.447723871266807,4.76357898539957,31.6833435920769,6.36546598554881e-05,0.000212279427879017,"Ndufaf5",-0.447723871266807,0.000212279427879017,FALSE
-0.477049936067515,3.26336229728402,31.6820553641439,6.36729092181984e-05,0.000212302870172115,"Abraxas1",-0.477049936067515,0.000212302870172115,FALSE
-0.444001450187781,3.87685740891384,31.6693952691409,6.37942714482234e-05,0.000212670050095716,"Rnf32",-0.444001450187781,0.000212670050095716,FALSE
0.72882670716794,3.01652727028443,31.6626886031432,6.38672762902443e-05,0.000212875920726441,"Rxfp3",0.72882670716794,0.000212875920726441,FALSE
-0.552464006257574,4.55994517412356,31.6606989344431,6.38809251160471e-05,0.000212883914238437,"Pdp2",-0.552464006257574,0.000212883914238437,FALSE
0.317094902747274,6.58323490428592,31.6568347116526,6.39194148335116e-05,0.000212974672914194,"Fgf1",0.317094902747274,0.000212974672914194,FALSE
-0.416595957940316,4.97951116220246,31.6544262856886,6.3943648420716e-05,0.000213017907643801,"Dhcr7",-0.416595957940316,0.000213017907643801,FALSE
0.438991302279679,3.51042713515705,31.6468066111522,6.4022758245556e-05,0.000213243906270447,"Ak5",0.438991302279679,0.000213243906270447,FALSE
-0.671240734153028,4.29093430750009,31.6235766278432,6.42538619319751e-05,0.000213975990052241,"Slc38a6",-0.671240734153028,0.000213975990052241,FALSE
-0.677812021364433,2.97766293384021,31.6144415704669,6.43535181201547e-05,0.000214270151305572,"4930579G18Rik",-0.677812021364433,0.000214270151305572,FALSE
-0.256844837726624,5.14513653047818,31.5846641270109,6.46471056315464e-05,0.000215209805200584,"Slc35a3",-0.256844837726624,0.000215209805200584,FALSE
-0.276276633197637,4.99769808087167,31.5813157649939,6.46811138141402e-05,0.000215285142584197,"Caml",-0.276276633197637,0.000215285142584197,FALSE
-0.268626293902152,7.79369678451629,31.577883280596,6.47158664192876e-05,0.000215362930774843,"Lbh",-0.268626293902152,0.000215362930774843,FALSE
