Unnamed: 0,ERR5236650_f_Aligned.sortedByCoord.out.tsv,ERR5236654_f_Aligned.sortedByCoord.out.tsv,ERR5236653_f_Aligned.sortedByCoord.out.tsv,ERR5236639_f_Aligned.sortedByCoord.out.tsv,ERR5236616_m_Aligned.sortedByCoord.out.tsv,ERR5236648_m_Aligned.sortedByCoord.out.tsv,ERR5236652_m_Aligned.sortedByCoord.out.tsv
Slc28a2,40,31,17,15,24,25,11
Slc28a3,5,5,4,1,1,8,3
Slc29a1,3123,2688,1985,2330,2103,2043,2368
Slc29a2,1299,767,755,870,885,698,861
Slc29a3,98,93,67,73,113,99,98
Slc29a4,1767,1495,2697,2168,2215,1520,1814
Slc29a4p1,0,0,0,0,0,0,0
Slc29a4p2,0,0,0,0,0,0,0
Slc2a1,9049,11365,39313,28616,17122,24159,50079
Slc2a1-as1,164,135,136,177,93,105,87
Slc2a10,114,85,49,146,138,145,86
Slc2a11,6141,5724,3615,4169,5409,6154,5607
Slc2a12,92,70,80,96,77,143,90
Slc2a13,222,295,301,249,342,455,224
Slc2a13p1,0,0,0,0,0,0,0
Slc2a14,0,16,4,4,3,1,3
Slc2a2,0,0,0,0,0,0,0
Slc2a3,2197,3927,15171,6140,4377,11726,9419
Slc2a3p1,0,0,0,0,0,0,0
Slc2a3p2,1,1,5,0,1,10,1
Slc2a3p4,5,4,1,2,0,3,7
Slc2a4,140,105,175,105,92,111,166
Slc2a4rg,592,445,672,525,594,480,981
Slc2a5,89,109,195,160,77,138,113
Slc2a6,720,459,517,309,422,303,344
Slc2a7,0,0,0,0,0,0,0
Slc2a8,572,399,398,374,376,421,633
Slc2a9,169,97,104,133,117,81,63
Slc2axp1,0,0,0,0,0,0,0
Slc30a1,368,692,459,537,517,508,543
Slc30a10,16,42,26,24,27,35,26
Slc30a2,2,7,19,4,5,5,16
Slc30a3,14,4,10,9,14,12,5
Slc30a4,278,327,228,250,264,281,209
Slc30a5,981,800,576,589,638,764,744
Slc30a6,465,543,324,358,409,501,403
Slc30a7,420,617,450,339,421,695,428
Slc30a8,3,12,4,1,4,4,3
Slc30a9,4579,4121,3819,2454,3132,3659,3225
Slc31a1,491,523,595,340,395,407,525
Slc31a1p1,0,0,0,0,0,0,0
Slc31a2,2,2,12,5,3,8,4
Slc32a1,630,899,681,509,855,440,563
Slc33a1,628,465,368,434,494,368,481
Slc34a1,285,165,161,105,100,140,66
Slc34a2,42,42,41,51,35,53,17
Slc34a3,38,43,50,48,71,105,71
Slc35a1,330,258,149,249,337,204,286
Slc35a2,271,220,152,157,212,217,239
Slc35a3,416,548,325,347,502,778,597
Slc35a4,2599,2056,1354,1675,1667,1563,1939
Slc35a5,1143,1452,861,854,969,1144,932
Slc35b1,1560,942,807,873,964,830,1222
Slc35b2,1201,1010,452,745,962,797,950
Slc35b3,306,294,215,271,262,346,253
Slc35b4,1270,1367,943,881,1158,1497,970
Slc35c1,307,261,188,198,230,223,143
Slc35c2,3456,2342,2924,2061,1899,1872,2234
Slc35d1,956,1145,629,934,983,1368,721
Slc35d2,49,46,36,25,33,34,37
Slc35d3,4,15,2,12,15,5,9
Slc35e1,1498,1461,1486,1063,947,984,1138
Slc35e1p1,4,15,46,8,6,80,7
Slc35e2a,2193,1891,1780,738,585,1313,1248
Slc35e2b,3294,2992,4160,3936,3080,2742,2121
Slc35e3,1025,858,762,648,751,827,696
Slc35e4,451,204,340,226,262,213,211
Slc35f1,1173,892,1069,1131,1274,1099,981
Slc35f2,1678,1157,428,467,425,348,537
Slc35f3,36,40,46,21,22,12,25
Slc35f4,403,218,216,191,228,160,291
Slc35f5,606,672,877,466,687,872,676
Slc35f6,1279,1021,582,690,835,710,769
Slc35g1,144,133,135,94,144,142,143
Slc35g2,163,187,151,141,139,135,153
Slc35g3,0,0,0,1,0,0,0
Slc35g4,0,0,0,0,0,0,0
Slc35g5,83,34,42,40,18,6,16
Slc35g6,11,8,17,18,6,26,12
Slc36a1,129,140,97,116,102,231,132
Slc36a2,2,5,1,0,1,0,2
Slc36a3,3,0,2,0,0,0,0
Slc36a4,726,812,965,627,573,886,651
Slc37a1,975,540,1467,1439,1031,1367,2966
Slc37a2,61,38,67,69,105,79,42
Slc37a3,573,741,357,397,505,587,497
Slc37a4,1149,1026,1593,1278,977,1006,1246
Slc38a1,6729,8317,8056,5041,6769,9297,7338
Slc38a10,3128,1643,1361,2039,2086,1587,1763
Slc38a11,16,15,5,10,18,52,21
Slc38a2,1475,1432,1139,1786,1458,2084,1570
Slc38a3,34280,27342,15793,20737,16904,16086,24003
Slc38a4,4,9,10,3,12,6,12
Slc38a5,817,231,185,765,479,211,443
Slc38a6,1017,566,507,814,724,563,536
Slc38a7,1031,993,513,751,871,877,948
Slc38a8,5,4,15,3,5,4,12
Slc38a9,439,460,202,329,219,418,284
Slc39a1,8,7,2,3,8,2,5
Slc39a10,407,457,338,304,381,490,242
Slc39a11,153,70,103,116,136,112,103
Slc39a12,478,302,335,741,538,728,456
Slc39a12-as1,1,2,0,1,1,2,1
Slc39a13,4256,2609,2705,2845,2854,2309,2835
Slc39a14,955,1254,2001,981,620,1053,919
Slc39a2,149,63,58,72,159,44,104
Slc39a3,692,436,245,280,353,265,425
Slc39a4,109,55,57,58,33,68,72
Slc39a5,1500,596,602,771,505,245,411
Slc39a6,2899,3052,1528,1870,1839,2058,1725
Slc39a7,3629,2128,1306,1772,1999,1673,2043
Slc39a8,435,595,469,366,430,566,298
Slc39a9,1311,1190,1066,922,1072,1254,1048
Slc3a1,12,16,37,11,15,24,21
Slc3a2,2737,2146,3344,1888,2040,1733,4634
Slc40a1,1774,1417,1237,908,1011,1342,1198
Slc41a1,2557,2951,3106,2828,1830,2389,2172
Slc41a2,89,115,116,90,130,130,96
Slc41a3,2885,1955,1682,1415,1817,1723,1800
Slc43a1,169,122,136,123,246,147,211
Slc43a2,1400,1254,1467,749,1224,1233,1816
Slc43a3,20,17,16,20,18,24,21
Slc44a1,1877,1960,1254,1077,931,1446,1530
Slc44a2,3978,2428,3482,3373,3634,2864,3964
Slc44a3,169,176,146,148,110,123,109
Slc44a3-as1,42,83,77,63,50,84,31
Slc44a4,13,13,19,5,9,11,9
Slc44a5,111,134,125,98,187,216,101
Slc45a1,692,546,552,387,413,376,476
Slc45a2,38,20,20,24,29,24,36
Slc45a3,63,37,125,58,60,32,59
Slc45a4,2709,1822,2061,1875,1508,1655,1696
Slc46a1,370,237,220,228,279,279,219
Slc46a2,0,2,0,0,0,0,0
Slc46a3,1759,1367,982,939,1420,1200,914
Slc47a1,77,111,71,65,68,106,44
Slc47a1p1,3,2,3,3,3,7,0
Slc47a1p2,5,4,18,4,9,5,7
Slc47a2,39,40,34,68,18,31,29
Slc48a1,1868,1502,1156,1213,1371,1109,1209
Slc49a3,6780,1562,3857,2472,2526,1686,1593
Slc4a1,8,13,13,30,11,9,62
Slc4a10,1157,2399,2452,1553,2405,3619,1800
Slc4a11,98,113,102,69,79,71,91
Slc4a1ap,2006,1554,1107,1041,1306,1291,1288
Slc4a1app1,1,1,0,1,1,0,0
Slc4a1app2,0,0,0,0,0,0,0
Slc4a2,1974,1265,1072,1588,1208,1240,1511
Slc4a3,5603,3246,4254,3985,4839,4529,4336
Slc4a4,474,474,699,310,478,745,350
Slc4a5,1043,784,744,701,861,980,917
Slc4a7,5298,5907,8318,3846,4501,7054,4394
Slc4a8,1803,1978,2679,1953,2489,2909,1411
Slc4a9,7,5,3,10,3,7,7
Slc50a1,348,205,156,220,254,158,241
Slc51a,48,79,54,66,54,79,75
Slc51b,9,12,12,14,19,12,29
Slc52a1,12,7,3,8,6,4,2
Slc52a2,388,257,115,226,285,237,331
Slc52a3,77,52,43,103,38,118,86
Slc5a1,0,1,0,1,0,2,2
Slc5a10,1,1,1,2,1,1,3
Slc5a11,16,10,31,11,9,5,8
Slc5a12,1,21,39,19,9,21,9
Slc5a2,23,9,13,20,13,7,4
Slc5a3,463,448,429,384,356,500,205
Slc5a4,2,2,9,2,8,9,6
Slc5a4-as1,0,10,2,2,1,9,2
Slc5a4p1,0,0,0,0,0,0,0
Slc5a5,10,6,4,4,15,6,6
Slc5a6,950,712,371,746,682,667,510
Slc5a7,60,138,94,49,150,29,29
Slc5a8,43,67,62,25,55,50,38
Slc5a9,73,69,71,46,58,54,72
Slc6a1,3272,5679,5647,4590,7215,5632,5233
Slc6a1-as1,1,1,4,2,5,18,0
Slc6a10p,0,0,1,0,0,0,1
Slc6a11,1295,1500,765,1325,1470,1070,1150
Slc6a12,98,52,129,149,86,97,217
Slc6a13,96,25,40,35,65,74,265
Slc6a14,0,0,0,0,0,1,0
Slc6a15,956,1298,1526,710,953,1210,756
Slc6a16,706,312,576,341,549,364,443
Slc6a17,1362,2306,3830,881,1539,2266,1201
Slc6a18,0,3,4,1,3,9,0
Slc6a19,20,14,15,1,33,38,1
Slc6a2,1,0,2,0,0,1,0
Slc6a20,22,14,10,12,13,35,60
Slc6a21p,2,1,6,3,1,4,6
Slc6a3,17,13,36,5,8,6,9
Slc6a4,28,20,10,29,22,12,15
Slc6a5,1,4,2,4,7,3,5
Slc6a6,48623,39056,62840,32098,28954,44176,45783
Slc6a6p1,0,0,0,0,0,0,0
Slc6a7,30,41,33,35,29,24,44
Slc6a8,7133,5109,8623,5000,5640,5549,6882
Slc6a9,4018,3620,2677,2888,3215,1963,1804
Slc7a1,1672,1916,2312,1202,1113,2146,1312
Slc7a10,123,30,71,142,56,74,44
Slc7a11,255,313,307,265,621,623,571
Slc7a11-as1,1,5,17,2,3,8,7
Slc7a13,1,6,2,0,3,4,2
Slc7a14,652,800,916,742,911,1106,576
Slc7a15p,0,0,0,0,0,0,0
Slc7a2,1892,1267,2140,935,949,1622,2214
Slc7a3,13,13,5,14,13,10,10
Slc7a4,58,51,39,30,70,57,48
Slc7a5,9363,3975,22424,12527,4905,8026,15855
Slc7a5p1,13,15,24,11,5,86,50
Slc7a5p2,0,0,0,0,0,0,0
Slc7a6,181,242,189,159,185,300,138
Slc7a6os,202,176,125,104,125,213,166
Slc7a7,171,92,58,71,75,70,56
Slc7a8,2779,1892,1965,2002,3220,1913,2228
Slc7a9,592,224,145,365,183,152,192
Slc8a1,803,1156,1011,867,906,1011,630
Slc8a1-as1,3,1,4,2,1,7,4
Slc8a2,863,1069,1016,973,1103,757,937
Slc8a3,767,1155,990,828,1227,1144,895
Slc8b1,265,209,221,238,224,242,300
Slc9a1,1776,1552,1553,1321,1404,1457,1324
Slc9a2,14,12,28,14,30,30,12
Slc9a3,214,31,65,187,146,121,22
Slc9a3-as1,2098,350,518,1652,1049,523,275
Slc9a3p1,0,0,0,0,0,0,0
Slc9a3p2,0,0,0,0,0,0,0
Slc9a3p3,3,0,0,0,3,1,0
Slc9a3r1,1040,1198,1356,1327,1020,808,1392
Slc9a3r2,1091,574,370,612,489,581,771
Slc9a4,0,0,0,0,0,0,0
Slc9a5,367,308,311,329,296,277,307
Slc9a6,1642,1873,1579,1438,1466,1634,1386
Slc9a7,825,1021,705,698,802,822,722
Slc9a7p1,9,14,10,7,11,22,11
Slc9a8,1047,1118,654,980,1245,1336,1316
Slc9a9,84,75,82,88,82,106,53
Slc9a9-as1,0,0,0,0,0,0,0
Slc9a9-as2,0,1,0,0,0,3,1
Slc9b1,57,51,59,36,41,49,45
Slc9b1p1,0,0,0,0,0,0,0
Slc9b1p2,0,0,0,0,0,0,0
Slc9b1p3,0,0,0,1,0,0,0
Slc9b1p4,0,1,0,0,0,0,0
Slc9b2,633,830,506,474,566,628,402
Slc9c1,0,1,0,0,1,1,1
Slc9c2,36,17,25,18,23,29,48
Slco1a2,17,4,2,2,31,11,15
Slco1b1,0,0,0,1,0,0,0
Slco1b3,0,1,0,0,1,1,0
Slco1b7,0,0,0,0,0,0,0
Slco1c1,136,96,257,152,140,157,280
Slco2a1,6,5,9,8,12,26,29
Slco2b1,363,216,316,487,418,487,401
Slco3a1,301,312,320,242,261,313,256
Slco4a1,5262,2280,10969,5421,2413,2962,6813
Slco4a1-as1,62,74,634,188,97,263,262
Slco4c1,1,2,2,1,1,0,1
Slco5a1,93,130,106,89,142,92,85
Slco6a1,0,1,0,0,0,1,0
Sled1,9,4,6,3,2,1,0
Slf1,257,275,218,145,201,345,278
Slf2,1437,1296,1229,1148,1368,1745,1080
Slfn11,46,59,42,75,49,60,55
Slfn12,7,16,3,10,6,8,3
Slfn12l,0,1,0,0,1,1,1
Slfn13,6,0,3,4,6,8,9
Slfn14,0,0,0,0,3,0,0
Slfn5,218,307,257,161,221,339,210
Slfnl1,85,41,52,80,39,41,15
Slfnl1-as1,76,73,88,84,65,113,58
Slirp,1683,918,651,754,847,576,1054
Slit1,211,358,318,245,272,270,195
Slit1-as1,0,0,1,0,0,0,0
Slit2,1001,1473,1424,825,1860,1135,1005
Slit2-it1,0,0,1,0,0,0,0
Slit3,671,455,634,753,738,981,562
Slitrk1,193,304,274,137,339,339,345
Slitrk2,3766,4192,3844,5857,6240,6892,6883
Slitrk3,185,220,130,154,299,284,154
Slitrk4,40,66,52,52,31,43,17
Slitrk5,379,293,207,271,359,399,137
Slitrk6,176,301,268,276,247,227,116
Slk,1390,1799,1682,1221,1258,1933,1385
Slmap,1490,2108,2016,1978,1516,2521,2203
Sln,1216,186,723,555,174,957,278
Slpi,1,1,1,3,2,7,4
Sltm,6274,5447,4296,4435,4497,4743,4324
Slu7,2389,2454,1740,1491,1726,1793,1898
Slurp1,1,1,1,0,0,1,0
Slurp2,1,0,1,1,3,1,1
Slx1a,2,0,0,0,2,1,0
Slx1a-sult1a3,1,0,0,0,0,0,0
Slx1b,0,0,0,2,2,0,0
Slx1b-sult1a4,0,0,0,0,0,0,0
Slx4,594,849,622,528,757,905,769
Slx4ip,846,692,599,579,564,686,527
Smad1,124,271,178,135,142,203,131
Smad1-as1,0,0,0,0,0,1,0
Smad1-as2,0,1,0,0,0,0,0
Smad2,3779,3263,2722,2809,2104,2644,2741
Smad3,796,643,771,1015,705,832,953
Smad4,1979,1681,1478,1372,1454,1597,1491
Smad5,955,1006,1091,832,847,1405,903
Smad5-as1,0,0,0,0,0,0,0
Smad6,267,285,139,460,424,365,271
Smad7,451,399,774,679,386,396,598
Smad9,1018,745,1078,813,630,942,459
Smad9-it1,3,17,38,15,9,36,9
Smagp,15,12,18,18,20,24,13
Smap1,185,367,392,238,210,339,230
Smap2,4052,3128,3649,2317,2422,2187,2799
Smarca1,1948,2341,1383,1732,1691,1820,1677
Smarca2,4814,4878,4501,3415,3861,4555,3371
Smarca4,9351,6673,5849,5073,6000,5983,6171
Smarca5,3974,3594,3022,2606,2559,3011,2760
Smarca5-as1,0,2,3,0,0,2,1
Smarcad1,794,1196,844,720,896,1254,672
Smarcal1,659,491,313,448,424,400,408
Smarcb1,5923,4549,3063,3809,3336,3048,4048
Smarcc1,1202,1129,1303,1079,927,1470,1198
Smarcc2,4097,6470,6111,5267,5330,7069,5206
Smarcd1,2570,2439,1614,2154,2051,1949,2185
Smarcd2,2456,1947,1238,1617,1400,1295,1614
Smarcd3,1865,1245,1238,1445,1141,1035,1172
Smarce1,367,440,513,292,404,599,519
Smarce1p1,4,3,1,3,1,0,0
Smarce1p2,0,0,0,0,0,0,0
Smarce1p3,0,0,0,0,0,0,0
Smarce1p4,0,0,0,0,0,0,0
Smarce1p5,24,11,5,11,13,9,9
Smarce1p6,5,6,5,7,2,5,10
Smarce1p7,0,0,0,0,0,0,0
Smbd1p,0,0,0,0,0,0,0
Smc1a,4269,4233,3888,3481,2134,3364,1940
Smc1b,9,4,2,6,2,6,3
Smc2,272,561,398,257,338,590,250
Smc2-as1,110,23,44,26,36,23,30
Smc3,2216,2937,2000,1776,1793,2287,2046
Smc4,288,627,466,350,282,884,314
Smc4p1,3,0,2,1,0,2,0
Smc5,849,1060,1040,782,816,1463,903
Smc5-as1,44,29,21,27,23,24,16
Smc6,548,748,440,465,531,716,508
Smchd1,2119,2181,2680,1682,1839,2613,2020
Smco1,22,6,0,4,4,9,2
Smco2,0,2,3,2,1,2,0
Smco3,73,52,46,30,16,14,27
Smco4,103,66,53,91,44,24,30
Smco4p1,0,0,0,0,0,0,0
Smcp,0,0,0,0,0,0,0
Smcr2,7,0,1,2,0,3,6
Smcr5,97,53,57,53,58,84,44
Smcr8,769,1238,831,821,793,1226,934
Smdt1,2511,1198,721,960,1194,856,1326
Smg1,2253,2673,2563,2176,2115,4242,2101
Smg1p1,3,16,9,1,4,24,7
Smg1p2,47,49,40,29,57,144,157
Smg1p3,23,66,69,46,29,65,64
Smg1p4,0,1,19,3,6,0,1
Smg1p5,17,20,28,23,14,38,26
Smg1p6,4,3,8,5,7,19,10
Smg1p7,403,205,241,384,275,273,247
Smg5,8003,5331,5383,5910,4373,5497,5469
Smg6,1170,1361,1317,1036,993,1661,991
Smg6-it1,0,0,0,0,0,0,0
Smg7,4301,3970,3672,2987,2679,3894,2964
Smg7-as1,50,31,26,20,26,48,19
Smg8,168,286,102,163,189,172,184
Smg9,2403,1224,1095,1478,1288,1095,883
Smilr,0,1,0,0,1,0,0
Smim1,50,36,12,21,40,42,55
Smim10,188,174,128,132,195,147,160
Smim10l1,1271,902,552,681,787,649,735
Smim10l2a,1155,916,799,707,785,682,788
Smim10l2b,364,402,307,195,342,280,272
Smim10l2b-as1,0,0,0,0,0,0,0
Smim11a,0,0,0,0,0,0,0
Smim11b,0,0,0,3,2,1,1
Smim11p1,0,0,0,0,0,0,0
Smim12,751,645,410,379,491,479,511
Smim12p1,0,0,0,1,0,0,0
Smim13,1168,1212,854,880,892,1150,734
Smim14,1692,1097,1106,1264,1411,1387,1184
Smim15,839,739,415,534,694,501,641
Smim15-as1,0,2,3,4,3,10,0
Smim17,34,95,64,48,47,99,37
Smim18,86,102,64,45,110,65,67
Smim19,602,325,291,266,366,298,414
Smim2,1,0,2,0,0,0,1
Smim2-as1,9,9,3,3,1,4,9
Smim2-it1,0,0,0,1,0,0,0
Smim20,1536,587,406,594,479,464,407
Smim21,0,0,0,0,0,0,0
Smim22,71,41,64,67,195,41,70
Smim23,8,2,3,2,0,2,7
Smim24,7580,756,2680,827,3964,541,1508
Smim25,6,0,4,4,1,8,2
Smim26,481,163,161,217,203,139,238
Smim27,133,70,38,72,61,65,80
Smim28,0,0,0,0,0,0,0
Smim29,1816,1001,1160,1015,947,762,1047
Smim3,324,582,629,872,381,662,1380
Smim30,1308,716,539,572,669,528,718
Smim31,2,0,2,0,2,2,0
Smim32,4,6,6,4,4,1,1
Smim33,0,0,0,0,0,0,0
Smim34a,0,0,0,0,0,0,0
Smim34b,0,0,0,0,1,1,0
Smim35,1,0,5,4,6,0,0
Smim36,461,431,425,231,377,712,368
Smim4,493,300,184,248,304,220,266
Smim5,207,78,111,76,118,112,80
Smim6,5,2,4,3,1,3,3
Smim7,1319,715,654,591,616,692,640
Smim8,493,303,223,283,258,292,264
Smim9,2,1,0,1,1,0,0
Smkr1,39,26,12,22,27,19,26
Smlr1,81,41,15,38,20,23,9
Smn1,431,501,256,178,249,168,378
Smn2,277,199,14,119,193,237,232
Smndc1,989,976,811,698,660,832,960
Smo,705,377,180,761,664,530,556
Smoc1,324,203,117,225,316,113,191
Smoc2,177,155,266,121,276,344,231
Smox,425,335,594,376,370,325,498
Smpd1,1425,1029,743,831,931,769,1047
Smpd2,636,318,210,219,239,230,320
Smpd3,2505,1826,2050,2702,3368,2794,2606
Smpd4,2835,2218,2144,2106,2387,2218,2456
Smpd4p1,3,1,9,1,4,19,8
Smpd4p2,0,0,0,0,0,0,0
Smpd5,3,3,7,6,9,7,5
Smpdl3a,339,261,204,207,289,301,293
Smpdl3b,10,2,4,4,5,7,5
Smpx,54,37,27,27,18,38,15
Smr3a,0,1,0,0,0,0,0
Smr3b,0,0,0,0,0,0,0
Sms,3325,2019,1770,1562,1658,1320,1756
Smtn,20380,9474,8054,23257,10483,10994,22936
Smtnl1,13,48,38,25,18,51,38
Smtnl2,7,10,34,12,10,17,10
Smu1,2330,1697,1480,1479,1525,1530,1614
Smug1,1105,685,327,549,529,445,506
Smug1-as1,1,0,1,1,0,3,1
Smug1p1,0,0,0,0,0,0,0
Smurf1,1244,1154,1140,1014,1175,1237,1412
Smurf2,1888,1745,1937,1531,1745,2032,2089
Smurf2p1,12,15,36,33,16,21,14
Smurf2p1-lrrc37bp1,8,10,19,12,8,10,14
Smyd1,11,2,5,5,6,7,3
Smyd2,1409,1431,1267,1081,1182,1129,1026
Smyd3,461,303,294,293,262,201,273
Smyd3-it1,1,2,0,0,0,0,0
Smyd4,643,630,497,442,503,671,512
Smyd5,1666,1061,930,831,1013,906,1074
Snai1,41,23,29,36,56,31,62
Snai1p1,33,22,13,42,19,16,21
Snai2,10,3,5,4,20,10,7
Snai3,66,57,20,24,37,31,34
Snai3-as1,122,77,76,63,104,85,68
Snap23,181,224,213,245,180,274,200
Snap23p1,1,2,0,0,2,2,2
Snap25,25813,28873,29095,16897,24718,24709,22384
Snap25-as1,66,93,93,70,75,74,60
Snap29,795,664,538,619,626,604,646
Snap47,1354,1011,506,757,810,661,724
Snap47-as1,0,2,0,0,0,0,2
Snap91,7855,8846,7880,5491,5744,7164,4813
Snapc1,193,175,225,257,241,271,398
Snapc2,455,297,237,238,287,218,245
Snapc3,1454,1706,1689,1177,1059,1827,1086
Snapc4,2724,1757,1551,1543,2069,1923,2228
Snapc5,844,474,390,398,447,453,434
Snapc5p1,0,0,0,0,0,0,0
Snapin,1261,890,723,796,672,605,964
Snca,472,457,758,420,503,424,323
Snca-as1,10,4,4,4,1,1,1
Sncaip,12,11,16,48,2,23,3
Sncb,22068,12985,13420,11879,12081,7691,12541
Sncg,9586,6714,6426,2922,5511,5442,4589
Snd1,4224,3885,5984,2864,2342,3667,3220
Snd1-it1,5,6,9,13,2,11,2
Sned1,311,325,340,380,502,651,372
Snf8,1393,874,706,906,823,755,1028
Snhg1,2374,1627,1484,1222,1501,1206,2132
Snhg10,354,198,134,188,195,173,225
Snhg11,543,367,159,322,364,259,419
Snhg12,1193,577,925,751,764,453,954
Snhg14,3033,3696,3792,2978,3618,4890,2920
Snhg15,646,430,308,353,626,930,1206
Snhg16,836,587,889,510,317,533,775
Snhg17,430,346,134,172,332,208,327
Snhg18,176,109,165,147,111,80,101
Snhg19,299,110,81,129,136,72,149
Snhg20,371,179,136,165,263,173,232
Snhg21,87,31,51,39,34,47,37
Snhg22,144,74,97,66,74,78,25
Snhg25,7,5,6,8,5,2,4
Snhg26,3,8,4,7,6,5,5
Snhg27,2,0,0,0,4,0,0
Snhg28,143,148,277,119,183,328,131
Snhg3,720,400,306,387,375,336,402
Snhg4,68,82,53,30,77,48,53
Snhg5,987,614,754,623,625,534,970
Snhg6,2799,1222,1203,1190,1205,811,1552
Snhg7,1031,270,456,416,467,395,649
Snhg8,1179,496,442,464,534,436,681
Snhg9,353,117,115,147,95,70,151
Snip1,625,534,440,445,474,417,700
Snn,3491,2647,2183,3399,3602,2602,3825
Snora1,0,0,0,0,0,0,0
Snora10,0,0,0,0,0,0,0
Snora108,0,0,0,0,0,0,0
Snora10b,0,0,0,0,0,0,0
Snora11,25,18,15,19,13,12,15
Snora11b,0,1,0,0,0,0,1
Snora11c,1,0,0,0,0,0,0
Snora11d,0,0,0,0,0,0,0
Snora11e,0,0,0,0,0,0,0
Snora11f,5,9,9,10,5,11,4
Snora12,8,10,3,2,7,7,13
Snora13,12,8,9,3,5,3,4
Snora14a,0,0,2,0,0,0,0
Snora14b,0,1,2,1,0,5,0
Snora15,0,0,1,0,0,0,1
Snora15b-1,3,6,0,1,6,2,1
Snora15b-2,5,3,4,3,5,3,2
Snora16a,0,0,0,0,0,0,0
Snora16b,1,3,8,2,2,4,1
Snora17a,0,0,0,0,0,0,0
Snora17b,0,0,0,0,0,0,0
Snora18,0,0,0,0,0,0,0
Snora19,0,2,4,1,0,3,0
Snora1b,0,0,0,0,0,0,0
Snora20,0,0,1,5,0,0,3
Snora20b,0,0,0,0,0,0,0
Snora21,0,0,0,0,0,0,0
Snora21b,0,0,0,0,0,0,0
Snora22,1,5,5,2,4,1,2
Snora22b,0,1,0,0,1,0,0
Snora22c,0,1,3,0,1,3,1
Snora23,0,0,1,1,1,1,1
Snora24,0,0,0,0,0,0,0
Snora24b,1,1,1,1,0,0,0
Snora25,0,0,0,0,0,0,0
Snora25b,0,0,0,0,0,0,0
Snora26,5,4,6,3,4,5,2
Snora27,0,0,0,0,0,0,0
Snora28,6,6,11,0,2,9,3
Snora29,0,0,0,0,0,0,0
Snora2a,8,17,14,14,25,14,13
Snora2b,0,0,0,0,0,1,0
Snora2c,2,1,0,0,0,1,0
Snora30,0,1,0,0,1,0,0
Snora30b,0,0,0,0,0,0,0
Snora31,0,3,0,1,3,1,1
Snora32,0,0,0,0,0,0,0
Snora33,81,40,26,53,43,20,66
Snora35,0,0,0,0,0,0,0
Snora35b,0,0,0,0,0,0,0
Snora36a,0,0,0,0,0,0,0
Snora36b,0,0,0,0,0,0,0
Snora36c,0,0,0,0,0,0,0
Snora37,1,0,0,0,0,0,1
Snora38,2,5,4,2,1,4,2
Snora38b,3,1,3,2,0,3,4
Snora3a,0,0,0,0,0,0,0
Snora3b,6,1,3,9,2,6,7
Snora3c,1,0,1,2,0,0,1
Snora4,0,0,0,0,0,0,0
Snora40,0,0,0,0,0,0,0
Snora40b,0,1,1,0,0,0,0
Snora40c,0,0,0,0,0,0,0
Snora41,0,0,0,0,0,0,0
Snora41b,0,0,0,0,0,0,0
Snora44,0,0,0,0,0,0,0
Snora46,0,0,1,2,0,1,0
Snora47,5,6,13,2,2,9,2
Snora48,0,0,0,0,0,0,0
Snora48b,0,0,0,0,0,0,0
Snora49,0,1,0,0,0,0,1
Snora50a,0,0,2,0,0,1,0
Snora50b,1,1,0,1,0,0,0
Snora50c,0,0,0,0,0,0,0
Snora50d,0,0,0,0,0,0,0
Snora51,0,0,0,0,0,0,0
Snora52,0,0,0,0,0,0,0
Snora53,16,5,11,4,7,3,6
Snora54,0,2,3,1,0,2,0
Snora55,3,6,13,9,3,14,4
Snora56,0,0,0,0,0,0,0
Snora57,0,0,0,0,0,0,0
Snora58,1,0,0,0,0,0,0
Snora58b,0,0,1,1,1,0,0
Snora59a,6,9,11,8,4,6,3
Snora59b,0,0,0,0,0,0,0
Snora5a,0,1,0,2,1,2,2
Snora5b,0,0,0,0,0,0,0
Snora5c,6,7,9,7,9,6,5
Snora6,0,0,0,0,0,0,0
Snora60,19,15,4,6,11,11,10
Snora61,0,0,0,0,0,0,0
Snora62,0,0,0,0,0,0,0
Snora63,0,0,0,0,0,0,0
Snora63c,12,12,11,4,8,0,2
Snora63d,1,1,2,0,3,0,0
Snora64,0,0,0,0,0,0,0
Snora65,14,13,8,11,15,13,13
Snora66,6,9,15,14,6,10,7
Snora67,0,0,0,0,0,0,0
Snora68,0,0,0,0,0,0,0
Snora68b,10,10,11,5,9,11,17
Snora69,0,0,0,0,0,0,0
Snora70,0,0,0,0,0,0,0
Snora70b,0,0,0,0,0,0,1
Snora70c,0,0,0,0,0,0,0
Snora70d,1,0,0,0,0,0,0
Snora70e,0,0,0,0,0,0,0
Snora70f,1,6,4,3,2,5,0
Snora70g,0,0,0,0,0,0,0
Snora70i,0,0,0,0,0,0,0
Snora70j,0,0,0,0,0,0,0
Snora71a,2,3,5,1,4,2,3
Snora71b,5,6,5,6,2,7,7
Snora71c,1,3,2,1,4,1,2
Snora71d,0,0,1,0,0,1,0
Snora71e,0,0,0,0,0,0,0
Snora72,0,0,0,0,0,0,0
Snora73a,0,0,0,0,0,0,0
Snora73b,2,6,8,4,0,1,0
Snora74a,0,0,0,0,0,0,0
Snora74b,0,1,0,1,1,1,0
Snora74c-1,0,0,0,0,1,0,0
